production_item_id;first_cut_length;intermediate_cut_length;length;actual_length;creation_date;modification_date;Status;cutting_slip_id;Shape;Profile;spceLenght;weight_lbs_per_foot;width;StartDateTime;EndDateTime;DateDiff;prod_date;prod_day;start_time;end_time;prod_delta_s;bridge_s
90039;9.525;9.525;12192;12234;2022-07-17 16:32;2022-07-18 10:20;COMPLETED;90039;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 08:39;2022-07-18 08:48;9       ;2022-07-18;18;08:39:54;08:48:56;541.25;0
90039;9.525;9.525;12192;12234;2022-07-17 16:32;2022-07-18 10:20;COMPLETED;90039;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 08:48;2022-07-18 08:57;9       ;2022-07-18;18;08:48:56;08:57:48;532.63;0
90039;9.525;9.525;12192;12234;2022-07-17 16:32;2022-07-18 10:20;COMPLETED;90039;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 08:57;2022-07-18 09:04;7       ;2022-07-18;18;08:57:49;09:04:36;407.19;0
90040;9.525;9.525;12192;12234;2022-07-17 16:59;2022-07-18 10:20;COMPLETED;90040;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 09:50;2022-07-18 09:57;7       ;2022-07-18;18;09:50:38;09:57:35;417.67;2761.906
90040;9.525;9.525;12192;12234;2022-07-17 16:59;2022-07-18 10:20;COMPLETED;90040;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 09:57;2022-07-18 10:06;9       ;2022-07-18;18;09:57:35;10:06:02;506.35;0
90040;9.525;9.525;12192;12234;2022-07-17 16:59;2022-07-18 10:20;COMPLETED;90040;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 10:06;2022-07-18 10:12;6       ;2022-07-18;18;10:06:02;10:12:10;368.37;0
90040;9.525;9.525;12192;12234;2022-07-17 16:59;2022-07-18 10:20;COMPLETED;90040;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 10:12;2022-07-18 10:18;6       ;2022-07-18;18;10:12:10;10:18:47;397.19;0
100019;9.525;9.525;12192;12230;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100019;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 10:23;2022-07-18 10:29;6       ;2022-07-18;18;10:23:24;10:29:37;373.23;276.5679999
100019;9.525;9.525;12192;12230;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100019;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 10:29;2022-07-18 10:35;6       ;2022-07-18;18;10:29:37;10:35:50;373.13;0
100019;9.525;9.525;12192;12230;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100019;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 10:35;2022-07-18 10:42;7       ;2022-07-18;18;10:35:50;10:42:06;375.67;0
100019;9.525;9.525;12192;12230;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100019;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 10:42;2022-07-18 10:48;6       ;2022-07-18;18;10:42:06;10:48:44;397.81;0
100020;9.525;9.525;12192;12231;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100020;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 11:27;2022-07-18 11:33;6       ;2022-07-18;18;11:27:05;11:33:13;368.13;2301.626
100020;9.525;9.525;12192;12231;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100020;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 11:33;2022-07-18 11:39;6       ;2022-07-18;18;11:33:14;11:39:16;362.40;0
100020;9.525;9.525;12192;12231;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100020;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 11:39;2022-07-18 11:45;6       ;2022-07-18;18;11:39:16;11:45:26;369.60;0
100020;9.525;9.525;12192;12231;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100020;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 11:45;2022-07-18 11:54;9       ;2022-07-18;18;11:45:26;11:54:17;531.38;0
100021;9.525;9.525;12192;12239;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100021;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 12:35;2022-07-18 12:41;6       ;2022-07-18;18;12:35:25;12:41:44;378.97;2468.066
100021;9.525;9.525;12192;12239;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100021;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 12:41;2022-07-18 12:48;7       ;2022-07-18;18;12:41:44;12:48:42;417.62;0
100021;9.525;9.525;12192;12239;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100021;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 12:48;2022-07-18 12:56;8       ;2022-07-18;18;12:48:42;12:56:23;461.42;0
100021;9.525;9.525;12192;12239;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100021;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 12:56;2022-07-18 13:03;7       ;2022-07-18;18;12:56:23;13:03:02;398.37;0
100022;9.525;9.525;12192;12229;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100022;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 14:04;2022-07-18 14:10;6       ;2022-07-18;18;14:04:23;14:10:25;361.13;3681.672
100022;9.525;9.525;12192;12229;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100022;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 14:10;2022-07-18 14:16;6       ;2022-07-18;18;14:10:25;14:16:37;372.01;0
100022;9.525;9.525;12192;12229;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100022;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 14:16;2022-07-18 14:22;6       ;2022-07-18;18;14:16:37;14:22:43;366.04;0
100022;9.525;9.525;12192;12229;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100022;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 14:22;2022-07-18 14:29;7       ;2022-07-18;18;14:22:43;14:29:24;401.39;0
100023;9.525;9.525;12192;12240;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100023;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 14:33;2022-07-18 14:39;6       ;2022-07-18;18;14:33:02;14:39:07;365.12;218.4100002
100023;9.525;9.525;12192;12240;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100023;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 14:39;2022-07-18 14:45;6       ;2022-07-18;18;14:39:08;14:45:09;361.05;0
100023;9.525;9.525;12192;12240;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100023;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 14:45;2022-07-18 15:02;17      ;2022-07-18;18;14:45:09;15:02:07;1018.01;0
100023;9.525;9.525;12192;12240;2022-07-18 10:20;2022-07-18 15:09;COMPLETED;100023;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 15:02;2022-07-18 15:08;6       ;2022-07-18;18;15:02:07;15:08:45;398.26;0
